Gtype 1
Gr1_inner 53
Gr1_outer 85
Gr2_inner 53
Gr2_outer 85
Gdz 40
Gx0 0
Gy0 0
Gz0 0
Grot_x 0
Grot_y 0
Grot_z 0
Gcrystal_dx 3.8
Gcrystal_dy 3.8
Gcrystal_dz 40
Gcarbon_gap 0.1
Gair_gap 0
Gmaterial 7.5
Gcolor_R 1
Gcolor_G 0
Gcolor_B 0
#Tower: type, idx_j, idx_k, idx_l, x[cm], y[cm], z[cm], dx[cm], dy[cm], dz[cm], rot_x, rot_y, rot_z
Tower 0 7 13 0 -54 -30 -210 3.8 3.8 40 0 0 0
Tower 0 7 14 0 -54 -26 -210 3.8 3.8 40 0 0 0
Tower 0 7 15 0 -54 -22 -210 3.8 3.8 40 0 0 0
Tower 0 7 16 0 -54 -18 -210 3.8 3.8 40 0 0 0
Tower 0 7 17 0 -54 -14 -210 3.8 3.8 40 0 0 0
Tower 0 7 18 0 -54 -10 -210 3.8 3.8 40 0 0 0
Tower 0 7 19 0 -54 -6 -210 3.8 3.8 40 0 0 0
Tower 0 7 20 0 -54 -2 -210 3.8 3.8 40 0 0 0
Tower 0 7 21 0 -54 2 -210 3.8 3.8 40 0 0 0
Tower 0 7 22 0 -54 6 -210 3.8 3.8 40 0 0 0
Tower 0 7 23 0 -54 10 -210 3.8 3.8 40 0 0 0
Tower 0 7 24 0 -54 14 -210 3.8 3.8 40 0 0 0
Tower 0 7 25 0 -54 18 -210 3.8 3.8 40 0 0 0
Tower 0 7 26 0 -54 22 -210 3.8 3.8 40 0 0 0
Tower 0 7 27 0 -54 26 -210 3.8 3.8 40 0 0 0
Tower 0 7 28 0 -54 30 -210 3.8 3.8 40 0 0 0
Tower 0 7 29 0 -54 34 -210 3.8 3.8 40 0 0 0
Tower 0 7 30 0 -54 38 -210 3.8 3.8 40 0 0 0
Tower 0 7 31 0 -54 42 -210 3.8 3.8 40 0 0 0
Tower 0 7 32 0 -54 46 -210 3.8 3.8 40 0 0 0
Tower 0 7 33 0 -54 50 -210 3.8 3.8 40 0 0 0
Tower 0 7 34 0 -54 54 -210 3.8 3.8 40 0 0 0
Tower 0 7 35 0 -54 58 -210 3.8 3.8 40 0 0 0
Tower 0 7 36 0 -54 62 -210 3.8 3.8 40 0 0 0
Tower 0 8 4 0 -50 -66 -210 3.8 3.8 40 0 0 0
Tower 0 8 5 0 -50 -62 -210 3.8 3.8 40 0 0 0
Tower 0 8 6 0 -50 -58 -210 3.8 3.8 40 0 0 0
Tower 0 8 7 0 -50 -54 -210 3.8 3.8 40 0 0 0
Tower 0 8 8 0 -50 -50 -210 3.8 3.8 40 0 0 0
Tower 0 8 9 0 -50 -46 -210 3.8 3.8 40 0 0 0
Tower 0 8 10 0 -50 -42 -210 3.8 3.8 40 0 0 0
Tower 0 8 11 0 -50 -38 -210 3.8 3.8 40 0 0 0
Tower 0 8 12 0 -50 -34 -210 3.8 3.8 40 0 0 0
Tower 0 8 13 0 -50 -30 -210 3.8 3.8 40 0 0 0
Tower 0 8 14 0 -50 -26 -210 3.8 3.8 40 0 0 0
Tower 0 8 15 0 -50 -22 -210 3.8 3.8 40 0 0 0
Tower 0 8 16 0 -50 -18 -210 3.8 3.8 40 0 0 0
Tower 0 8 25 0 -50 18 -210 3.8 3.8 40 0 0 0
Tower 0 8 26 0 -50 22 -210 3.8 3.8 40 0 0 0
Tower 0 8 27 0 -50 26 -210 3.8 3.8 40 0 0 0
Tower 0 8 28 0 -50 30 -210 3.8 3.8 40 0 0 0
Tower 0 8 29 0 -50 34 -210 3.8 3.8 40 0 0 0
Tower 0 8 30 0 -50 38 -210 3.8 3.8 40 0 0 0
Tower 0 8 31 0 -50 42 -210 3.8 3.8 40 0 0 0
Tower 0 8 32 0 -50 46 -210 3.8 3.8 40 0 0 0
Tower 0 8 33 0 -50 50 -210 3.8 3.8 40 0 0 0
Tower 0 8 34 0 -50 54 -210 3.8 3.8 40 0 0 0
Tower 0 8 35 0 -50 58 -210 3.8 3.8 40 0 0 0
Tower 0 8 36 0 -50 62 -210 3.8 3.8 40 0 0 0
Tower 0 8 37 0 -50 66 -210 3.8 3.8 40 0 0 0
Tower 0 9 3 0 -46 -70 -210 3.8 3.8 40 0 0 0
Tower 0 9 4 0 -46 -66 -210 3.8 3.8 40 0 0 0
Tower 0 9 5 0 -46 -62 -210 3.8 3.8 40 0 0 0
Tower 0 9 6 0 -46 -58 -210 3.8 3.8 40 0 0 0
Tower 0 9 7 0 -46 -54 -210 3.8 3.8 40 0 0 0
Tower 0 9 8 0 -46 -50 -210 3.8 3.8 40 0 0 0
Tower 0 9 9 0 -46 -46 -210 3.8 3.8 40 0 0 0
Tower 0 9 10 0 -46 -42 -210 3.8 3.8 40 0 0 0
Tower 0 9 11 0 -46 -38 -210 3.8 3.8 40 0 0 0
Tower 0 9 12 0 -46 -34 -210 3.8 3.8 40 0 0 0
Tower 0 9 13 0 -46 -30 -210 3.8 3.8 40 0 0 0
Tower 0 9 28 0 -46 30 -210 3.8 3.8 40 0 0 0
Tower 0 9 29 0 -46 34 -210 3.8 3.8 40 0 0 0
Tower 0 9 30 0 -46 38 -210 3.8 3.8 40 0 0 0
Tower 0 9 31 0 -46 42 -210 3.8 3.8 40 0 0 0
Tower 0 9 32 0 -46 46 -210 3.8 3.8 40 0 0 0
Tower 0 9 33 0 -46 50 -210 3.8 3.8 40 0 0 0
Tower 0 9 34 0 -46 54 -210 3.8 3.8 40 0 0 0
Tower 0 9 35 0 -46 58 -210 3.8 3.8 40 0 0 0
Tower 0 9 36 0 -46 62 -210 3.8 3.8 40 0 0 0
Tower 0 9 37 0 -46 66 -210 3.8 3.8 40 0 0 0
Tower 0 9 38 0 -46 70 -210 3.8 3.8 40 0 0 0
Tower 0 10 3 0 -42 -70 -210 3.8 3.8 40 0 0 0
Tower 0 10 4 0 -42 -66 -210 3.8 3.8 40 0 0 0
Tower 0 10 5 0 -42 -62 -210 3.8 3.8 40 0 0 0
Tower 0 10 6 0 -42 -58 -210 3.8 3.8 40 0 0 0
Tower 0 10 7 0 -42 -54 -210 3.8 3.8 40 0 0 0
Tower 0 10 8 0 -42 -50 -210 3.8 3.8 40 0 0 0
Tower 0 10 9 0 -42 -46 -210 3.8 3.8 40 0 0 0
Tower 0 10 10 0 -42 -42 -210 3.8 3.8 40 0 0 0
Tower 0 10 11 0 -42 -38 -210 3.8 3.8 40 0 0 0
Tower 0 10 12 0 -42 -34 -210 3.8 3.8 40 0 0 0
Tower 0 10 29 0 -42 34 -210 3.8 3.8 40 0 0 0
Tower 0 10 30 0 -42 38 -210 3.8 3.8 40 0 0 0
Tower 0 10 31 0 -42 42 -210 3.8 3.8 40 0 0 0
Tower 0 10 32 0 -42 46 -210 3.8 3.8 40 0 0 0
Tower 0 10 33 0 -42 50 -210 3.8 3.8 40 0 0 0
Tower 0 10 34 0 -42 54 -210 3.8 3.8 40 0 0 0
Tower 0 10 35 0 -42 58 -210 3.8 3.8 40 0 0 0
Tower 0 10 36 0 -42 62 -210 3.8 3.8 40 0 0 0
Tower 0 10 37 0 -42 66 -210 3.8 3.8 40 0 0 0
Tower 0 10 38 0 -42 70 -210 3.8 3.8 40 0 0 0
Tower 0 11 2 0 -38 -74 -210 3.8 3.8 40 0 0 0
Tower 0 11 3 0 -38 -70 -210 3.8 3.8 40 0 0 0
Tower 0 11 4 0 -38 -66 -210 3.8 3.8 40 0 0 0
Tower 0 11 5 0 -38 -62 -210 3.8 3.8 40 0 0 0
Tower 0 11 6 0 -38 -58 -210 3.8 3.8 40 0 0 0
Tower 0 11 7 0 -38 -54 -210 3.8 3.8 40 0 0 0
Tower 0 11 8 0 -38 -50 -210 3.8 3.8 40 0 0 0
Tower 0 11 9 0 -38 -46 -210 3.8 3.8 40 0 0 0
Tower 0 11 10 0 -38 -42 -210 3.8 3.8 40 0 0 0
Tower 0 11 11 0 -38 -38 -210 3.8 3.8 40 0 0 0
Tower 0 11 30 0 -38 38 -210 3.8 3.8 40 0 0 0
Tower 0 11 31 0 -38 42 -210 3.8 3.8 40 0 0 0
Tower 0 11 32 0 -38 46 -210 3.8 3.8 40 0 0 0
Tower 0 11 33 0 -38 50 -210 3.8 3.8 40 0 0 0
Tower 0 11 34 0 -38 54 -210 3.8 3.8 40 0 0 0
Tower 0 11 35 0 -38 58 -210 3.8 3.8 40 0 0 0
Tower 0 11 36 0 -38 62 -210 3.8 3.8 40 0 0 0
Tower 0 11 37 0 -38 66 -210 3.8 3.8 40 0 0 0
Tower 0 11 38 0 -38 70 -210 3.8 3.8 40 0 0 0
Tower 0 11 39 0 -38 74 -210 3.8 3.8 40 0 0 0
Tower 0 12 2 0 -34 -74 -210 3.8 3.8 40 0 0 0
Tower 0 12 3 0 -34 -70 -210 3.8 3.8 40 0 0 0
Tower 0 12 4 0 -34 -66 -210 3.8 3.8 40 0 0 0
Tower 0 12 5 0 -34 -62 -210 3.8 3.8 40 0 0 0
Tower 0 12 6 0 -34 -58 -210 3.8 3.8 40 0 0 0
Tower 0 12 7 0 -34 -54 -210 3.8 3.8 40 0 0 0
Tower 0 12 8 0 -34 -50 -210 3.8 3.8 40 0 0 0
Tower 0 12 9 0 -34 -46 -210 3.8 3.8 40 0 0 0
Tower 0 12 10 0 -34 -42 -210 3.8 3.8 40 0 0 0
Tower 0 12 31 0 -34 42 -210 3.8 3.8 40 0 0 0
Tower 0 12 32 0 -34 46 -210 3.8 3.8 40 0 0 0
Tower 0 12 33 0 -34 50 -210 3.8 3.8 40 0 0 0
Tower 0 12 34 0 -34 54 -210 3.8 3.8 40 0 0 0
Tower 0 12 35 0 -34 58 -210 3.8 3.8 40 0 0 0
Tower 0 12 36 0 -34 62 -210 3.8 3.8 40 0 0 0
Tower 0 12 37 0 -34 66 -210 3.8 3.8 40 0 0 0
Tower 0 12 38 0 -34 70 -210 3.8 3.8 40 0 0 0
Tower 0 12 39 0 -34 74 -210 3.8 3.8 40 0 0 0
Tower 0 13 1 0 -30 -78 -210 3.8 3.8 40 0 0 0
Tower 0 13 2 0 -30 -74 -210 3.8 3.8 40 0 0 0
Tower 0 13 3 0 -30 -70 -210 3.8 3.8 40 0 0 0
Tower 0 13 4 0 -30 -66 -210 3.8 3.8 40 0 0 0
Tower 0 13 5 0 -30 -62 -210 3.8 3.8 40 0 0 0
Tower 0 13 6 0 -30 -58 -210 3.8 3.8 40 0 0 0
Tower 0 13 7 0 -30 -54 -210 3.8 3.8 40 0 0 0
Tower 0 13 8 0 -30 -50 -210 3.8 3.8 40 0 0 0
Tower 0 13 9 0 -30 -46 -210 3.8 3.8 40 0 0 0
Tower 0 13 32 0 -30 46 -210 3.8 3.8 40 0 0 0
Tower 0 13 33 0 -30 50 -210 3.8 3.8 40 0 0 0
Tower 0 13 34 0 -30 54 -210 3.8 3.8 40 0 0 0
Tower 0 13 35 0 -30 58 -210 3.8 3.8 40 0 0 0
Tower 0 13 36 0 -30 62 -210 3.8 3.8 40 0 0 0
Tower 0 13 37 0 -30 66 -210 3.8 3.8 40 0 0 0
Tower 0 13 38 0 -30 70 -210 3.8 3.8 40 0 0 0
Tower 0 13 39 0 -30 74 -210 3.8 3.8 40 0 0 0
Tower 0 13 40 0 -30 78 -210 3.8 3.8 40 0 0 0
Tower 0 14 1 0 -26 -78 -210 3.8 3.8 40 0 0 0
Tower 0 14 2 0 -26 -74 -210 3.8 3.8 40 0 0 0
Tower 0 14 3 0 -26 -70 -210 3.8 3.8 40 0 0 0
Tower 0 14 4 0 -26 -66 -210 3.8 3.8 40 0 0 0
Tower 0 14 5 0 -26 -62 -210 3.8 3.8 40 0 0 0
Tower 0 14 6 0 -26 -58 -210 3.8 3.8 40 0 0 0
Tower 0 14 7 0 -26 -54 -210 3.8 3.8 40 0 0 0
Tower 0 14 8 0 -26 -50 -210 3.8 3.8 40 0 0 0
Tower 0 14 33 0 -26 50 -210 3.8 3.8 40 0 0 0
Tower 0 14 34 0 -26 54 -210 3.8 3.8 40 0 0 0
Tower 0 14 35 0 -26 58 -210 3.8 3.8 40 0 0 0
Tower 0 14 36 0 -26 62 -210 3.8 3.8 40 0 0 0
Tower 0 14 37 0 -26 66 -210 3.8 3.8 40 0 0 0
Tower 0 14 38 0 -26 70 -210 3.8 3.8 40 0 0 0
Tower 0 14 39 0 -26 74 -210 3.8 3.8 40 0 0 0
Tower 0 14 40 0 -26 78 -210 3.8 3.8 40 0 0 0
Tower 0 15 0 0 -22 -82 -210 3.8 3.8 40 0 0 0
Tower 0 15 1 0 -22 -78 -210 3.8 3.8 40 0 0 0
Tower 0 15 2 0 -22 -74 -210 3.8 3.8 40 0 0 0
Tower 0 15 3 0 -22 -70 -210 3.8 3.8 40 0 0 0
Tower 0 15 4 0 -22 -66 -210 3.8 3.8 40 0 0 0
Tower 0 15 5 0 -22 -62 -210 3.8 3.8 40 0 0 0
Tower 0 15 6 0 -22 -58 -210 3.8 3.8 40 0 0 0
Tower 0 15 7 0 -22 -54 -210 3.8 3.8 40 0 0 0
Tower 0 15 8 0 -22 -50 -210 3.8 3.8 40 0 0 0
Tower 0 15 33 0 -22 50 -210 3.8 3.8 40 0 0 0
Tower 0 15 34 0 -22 54 -210 3.8 3.8 40 0 0 0
Tower 0 15 35 0 -22 58 -210 3.8 3.8 40 0 0 0
Tower 0 15 36 0 -22 62 -210 3.8 3.8 40 0 0 0
Tower 0 15 37 0 -22 66 -210 3.8 3.8 40 0 0 0
Tower 0 15 38 0 -22 70 -210 3.8 3.8 40 0 0 0
Tower 0 15 39 0 -22 74 -210 3.8 3.8 40 0 0 0
Tower 0 15 40 0 -22 78 -210 3.8 3.8 40 0 0 0
Tower 0 15 41 0 -22 82 -210 3.8 3.8 40 0 0 0
Tower 0 16 0 0 -18 -82 -210 3.8 3.8 40 0 0 0
Tower 0 16 1 0 -18 -78 -210 3.8 3.8 40 0 0 0
Tower 0 16 2 0 -18 -74 -210 3.8 3.8 40 0 0 0
Tower 0 16 3 0 -18 -70 -210 3.8 3.8 40 0 0 0
Tower 0 16 4 0 -18 -66 -210 3.8 3.8 40 0 0 0
Tower 0 16 5 0 -18 -62 -210 3.8 3.8 40 0 0 0
Tower 0 16 6 0 -18 -58 -210 3.8 3.8 40 0 0 0
Tower 0 16 7 0 -18 -54 -210 3.8 3.8 40 0 0 0
Tower 0 16 8 0 -18 -50 -210 3.8 3.8 40 0 0 0
Tower 0 16 33 0 -18 50 -210 3.8 3.8 40 0 0 0
Tower 0 16 34 0 -18 54 -210 3.8 3.8 40 0 0 0
Tower 0 16 35 0 -18 58 -210 3.8 3.8 40 0 0 0
Tower 0 16 36 0 -18 62 -210 3.8 3.8 40 0 0 0
Tower 0 16 37 0 -18 66 -210 3.8 3.8 40 0 0 0
Tower 0 16 38 0 -18 70 -210 3.8 3.8 40 0 0 0
Tower 0 16 39 0 -18 74 -210 3.8 3.8 40 0 0 0
Tower 0 16 40 0 -18 78 -210 3.8 3.8 40 0 0 0
Tower 0 16 41 0 -18 82 -210 3.8 3.8 40 0 0 0
